releaseid,releasename,institutionid,institutionname,programid,programname,facultycount,pub2010,pub2011,pub2012,pub2013,cit2009,cit2010,cit2011,cit2012,cit2013,book2004,book2005,book2006,book2007,book2008,book2009,book2010,book2011,book2012,book2013,grant2009,grant2010,grant2011,grant2012,grant2013,award2004,award2005,award2006,award2007,award2008,award2009,award2010,award2011,award2012,award2013,confproc2010,confproc2011,confproc2012,confproc2013,nsfdol,doeddol,doedol,nihdol,usdadol,noaadol,ahadol,armydol,faadol,nasadol,navydol,acsdol,hhsdol,afrodol,epadol,neadol,nehdol,acsnum,hhsnum,afronum,epanum,neanum,nehnum,nsfnum,doednum,nihnum,usdanum,noaanum,ahanum,armynum,faanum,nasanum,navynum,doenum,createddate
"20150223.397","AAD2013.04.397",1,"Adelphi University",1,"Clinical Psychology",28,37,52,47,43,266,199,331,121,50,3,3,3,3,3,5,4,0,5,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,101784.00,0.00,0.00,688868.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",1,"Adelphi University",9101,"Nursing",23,14,4,4,9,36,35,7,9,6,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",1,"Adelphi University",2,"Social Work",29,22,22,20,19,67,74,33,32,9,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",3,"Aeronautical Engineering",24,22,28,27,22,193,83,68,48,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,36,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",5,"Applied Mathematics",15,9,12,14,18,58,27,40,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12129,"Applied Physics",20,22,24,19,33,112,135,91,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,32,27,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12130,"Astronautical Engineering",24,22,28,27,22,193,83,68,48,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,36,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",6,"Computer Engineering",36,30,31,36,30,103,62,34,32,24,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,43,49,56,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12131,"Computer Science",36,30,31,36,30,103,62,34,32,24,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,43,49,56,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12132,"Electrical Engineering",36,30,31,36,30,103,62,34,32,24,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,43,49,56,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12133,"Logistics",22,19,14,16,21,127,41,31,32,14,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,7,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12134,"Materials Science",44,44,52,46,55,305,216,159,90,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,76,63,35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12135,"Nuclear Engineering",20,22,24,19,33,112,135,91,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,32,27,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12136,"Operations Research",22,19,14,16,21,127,41,31,32,14,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,7,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12137,"Optical Science and Engineering",20,22,24,19,33,112,135,91,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,32,27,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12138,"Space Systems",24,22,28,27,22,193,83,68,48,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,36,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",2,"Air Force Institute of Technology",12139,"System Engineering",17,15,8,22,27,24,102,15,27,23,1,1,0,2,1,3,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,11,11,6,0,89366.00,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",3,"Alabama A&M University",10,"Applied Physics",12,5,9,7,9,28,10,22,49,16,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,4,4,5,2470581.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",3,"Alabama A&M University",11,"Food Science",11,7,9,17,0,30,15,35,19,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,375513.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",3,"Alabama A&M University",12,"Plant and Soil Science",19,7,10,12,10,59,14,30,15,8,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1403720.00,0.00,0.00,0.00,1997517.00,0.00,0.00,0.00,0.00,13644.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,5,0,0,13,0,0,0,0,1,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",3,"Alabama A&M University",13,"Reading/Literacy",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",4,"Albany Medical College",14,"Cardiovascular Science",17,23,17,25,26,317,254,128,128,89,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6,0.00,0.00,0.00,3627332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",4,"Albany Medical College",15,"Cell Biology and Cancer Research",17,16,18,13,15,131,164,138,53,58,0,0,0,0,0,0,1,0,0,0,3,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0.00,0.00,4736311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",4,"Albany Medical College",16,"Immunology and Microbial Disease",18,24,40,16,24,168,270,469,61,86,0,0,0,0,0,0,0,0,0,0,5,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,5243371.00,0.00,0.00,0.00,309221.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",4,"Albany Medical College",17,"Neuropharmacology and Neuroscience",25,36,64,50,46,537,587,414,298,176,0,0,0,0,0,0,1,0,1,0,1,4,2,4,0,0,0,1,0,2,0,0,0,0,0,1,2,0,1,0.00,0.00,0.00,6076173.00,0.00,0.00,0.00,557146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11702,"Biomedical Sciences - Anatomy and Structural Biology",18,76,98,84,75,2539,2483,1958,1752,407,0,0,0,0,0,0,2,0,0,0,2,3,1,3,4,0,2,1,0,0,1,0,0,0,1,2,2,3,1,0.00,0.00,0.00,10286033.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11703,"Biomedical Sciences - Biochemistry",17,60,78,74,82,1474,841,801,516,260,0,0,0,0,0,0,0,0,0,0,7,4,5,1,2,0,0,1,2,1,1,0,0,0,0,1,0,0,0,128795.00,0.00,0.00,10973083.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11704,"Biomedical Sciences - Cell Biology",17,62,59,72,76,1061,1531,1394,993,782,0,0,0,0,0,0,1,0,0,0,4,0,3,4,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.00,0.00,0.00,16747734.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11705,"Biomedical Sciences - Developmental and Molecular Biology",17,66,81,59,88,2204,2476,1266,1431,501,0,0,0,1,1,0,0,0,0,0,4,5,4,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.00,0.00,0.00,11976685.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11706,"Biomedical Sciences - Experimental Pathology",30,115,124,131,128,1913,2100,1556,1802,446,2,0,0,2,1,0,1,1,1,4,3,8,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00,0.00,0.00,16437485.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",13263,"Biomedical Sciences - Genetics",32,106,104,110,125,3087,5424,2019,3651,608,1,0,1,1,1,1,0,1,1,0,11,9,8,6,13,0,0,0,1,0,0,0,2,0,2,2,3,4,1,0.00,0.00,0.00,28508191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11707,"Biomedical Sciences - Microbiology and Immunology",37,186,182,200,185,3266,3133,2089,1999,635,1,0,0,1,2,0,1,0,0,2,4,18,11,11,5,1,0,0,0,1,0,0,1,0,1,2,0,1,0,76586.00,0.00,0.00,33451625.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,90,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11709,"Biomedical Sciences - Molecular Pharmacology",17,108,80,107,109,2445,1325,1179,1503,472,2,0,0,1,0,0,0,1,1,0,3,4,2,4,6,0,1,1,0,0,0,0,2,2,1,0,0,1,0,0.00,0.00,0.00,11044555.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11710,"Biomedical Sciences - Neuroscience",48,211,205,228,227,4323,4407,2990,1787,1007,3,2,2,0,1,0,2,2,1,1,9,12,5,12,11,0,1,0,1,1,1,0,0,1,1,4,6,4,0,456672.00,0.00,0.00,29696577.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,4,0,101,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11711,"Biomedical Sciences - Physiology and Biophysics",14,78,70,72,62,1209,673,428,370,213,0,0,0,0,0,0,0,0,0,0,2,4,2,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,500066.00,0.00,0.00,7762521.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11712,"Biomedical Sciences - Systems and Computational Biology",9,19,24,26,26,823,320,253,261,161,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,2092504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",5,"Albert Einstein College of Medicine of Yeshiva University",11015,"Clinical Investigation",43,342,336,378,371,7694,9267,5357,2722,1340,4,2,1,4,2,0,1,1,2,2,9,17,12,6,9,0,1,0,0,1,0,0,1,0,1,7,9,6,1,0.00,0.00,0.00,46840351.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",6,"Alfred University",28,"Engineering",22,45,50,31,37,376,460,380,119,58,0,1,0,0,0,0,0,2,1,1,0,2,1,0,0,0,1,0,2,2,0,0,0,1,1,2,3,4,10,466495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134001.00,0.00,0.00,0.00,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",7,"Alliant International University",9737,"Clinical Psychology",40,21,24,31,29,354,121,91,99,53,0,2,0,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",7,"Alliant International University",9738,"Consulting Psychology",4,5,4,5,6,0,11,2,13,1,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",7,"Alliant International University",9740,"Industrial-Organizational Psychology",7,5,6,8,8,5,11,5,16,3,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",7,"Alliant International University",10831,"Leadership",11,1,2,2,5,11,1,3,5,3,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",8,"American University",35,"Anthropology",10,2,8,4,4,0,8,3,8,2,1,1,0,0,2,3,0,0,0,1,1,2,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,89918.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200000.00,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",8,"American University",36,"Behavior, Cognition, and Neuroscience",10,28,23,30,20,493,357,178,221,42,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0.00,0.00,665153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",8,"American University",37,"Clinical Psychology",11,9,18,23,13,143,51,68,75,12,3,1,0,1,0,1,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,1000867.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",8,"American University",12465,"Communication",9,8,5,7,8,242,118,33,28,9,1,1,1,3,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",8,"American University",38,"Economics",23,23,24,22,25,92,146,64,25,24,1,1,1,2,1,3,4,1,1,1,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,200834.00,0.00,0.00,0.00,0.00,0.00,0.00,75975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",8,"American University",39,"History",22,10,4,7,10,8,3,2,1,1,2,5,3,5,2,3,5,2,4,6,0,0,0,0,0,1,3,0,0,1,1,0,0,0,3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",8,"American University",40,"International Relations",62,34,35,23,45,63,86,98,36,26,12,9,11,10,20,12,15,13,3,8,1,0,0,0,0,3,1,2,0,1,1,3,0,2,2,1,2,0,2,350987.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",8,"American University",41,"Justice, Law and Criminology",15,9,14,11,13,43,23,55,17,5,1,3,1,4,2,6,2,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,27649.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",8,"American University",42,"Political Science",20,4,12,11,13,34,22,30,28,8,4,6,3,5,1,6,5,6,1,4,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,226117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50400.00,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",8,"American University",43,"Public Administration and Policy",17,25,20,12,20,157,183,148,23,21,1,1,4,3,2,0,3,1,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:32:00 AM
"20150223.397","AAD2013.04.397",9,"Andrews University",44,"Counseling Psychology",11,1,2,2,2,5,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",9,"Andrews University",45,"Curriculum and Instruction",5,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",9,"Andrews University",47,"Educational and Developmental Psychology",10,1,2,2,2,5,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
"20150223.397","AAD2013.04.397",9,"Andrews University",10460,"Higher Educational Administration/Educational Leadership/Leadership",5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015 9:33:00 AM
